รหัสการสั่งซื้อ,สถานะการสั่งซื้อ,เลขที่คำสั่งซื้อ,เวลาที่สั่งซื้อ,เวลาที่สั่งซื้อสำเร็จ,เวลาคลิก,ชื่อร้านค้า,ID ร้านค้า,ประเภทของร้านค้า,รหัสรายการสินค้า,ชื่อรายการสินค้า,เลขที่ โมเดล,ประเภทสินค้า,เลขที่โปรโมชั่น,L1 หมวดหมู่สากล,L2 หมวดหมู่สากล,L3 หมวดหมู่สากล,ราคา(฿),จำนวน,ประเภทข้อเสนอ,พาร์ทเนอร์ในแคมเปญ,มูลค่าซื้อ(฿),จำนวนเงินคืน(฿),อัตราคอมมิชชั่นช้อปปี้ของสินค้า,ค่าคอมมิชชั่นของช้อปปี้ต่อชิ้น(฿),อัตราคอมมิชชั่นร้านค้าของสินค้า,ค่าคอมมิชชั่นของแบรนด์์ต่อชิ้น(฿),คอมมิชชั่นสินค้าโดยรวม(฿),คอมมิชชั่นคำสั่งซื้อจาก Shopee(฿),คอมมิชชั่นคำสั่งซื้อจากผู้ขาย(฿),คอมมิชชั่นคำสั่งซื้อโดยรวม(฿),ชื่อ MCN ที่ผูกไว้,รหัสสัญญา MCN,อัตราค่าบริการ MCN,ค่าบริการ MCN(฿),อัตราค่าคอมมิชชั่นของพาร์ทเนอร์ตามข้อตกลง,ค่าคอมมิชชั่นสุทธิ(฿),สถานะสินค้า Affiliate,หมายเหตุสินค้า,ประเภทการแจกจ่าย,สถานะของผู้ซื้อ,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,ช่องทาง
2509080KMPY9F5,รอดำเนินการ,211021096273619,2025-09-08 15:58:17,,2025-09-08 15:44:17,Sunsauce Foods Industrial Official Store,205739847,Shopee Mall(Non-CB),4912370857,น้ำจิ้มสุกี้เจ น้ำจิ้มปิ้งย่าง น้ำจิ้มสุกี้ สูตรเจ ขวด 380 กรัม - SUNSAUCE(ซันซอส),90079678069,Normal Product,0_347743717888035_2,อาหารและเครื่องดื่ม,เครื่องปรุง และส่วนผสมปรุงอาหาร,เครื่องปรุงและผงปรุงรส,72,2,คอมมิชชั่นจากร้านค้า,,115,,1.75%,2.0125,5.00%,0,2.0125,0,0,0,,0,0.00%,0,100.00%,0,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01FahRain0805,,Facebook
2509080KKY3F5H,สำเร็จ,211021071244358,2025-09-08 15:57:51,2025-09-10 12:21:04,2025-09-08 08:45:53,PROFILM,237954961,Preferred(Non-CB),20478849540,สเปรย์เคลือบเงา พรีเมี่ยม เคลือบพลาสติก เคลือบสีรถ เคลือบยางดำ เคลือบเบาะคอนโซล PROWAX PREMIUMWAX,127554691920,Normal Product,,รถยนต์ อะไหล่และอุปกรณ์เสริมรถยนต์,ผลิตภัณฑ์ดูแลรถยนต์,ผลิตภัณฑ์ล้างและเคลือบเงารถยนต์,299,1,คอมมิชชั่นจากร้านค้า,,269,,1.75%,4.7075,20.00%,53.8,58.5075,4.7075,53.8,58.5075,,0,0.00%,0,100.00%,58.5075,สำเร็จ,,สั่งซื้อในร้านค้าเดียวกัน,ที่มีอยู่,2599adboostco,paris,mng,m56ProwaVDO0905,,Facebook
2509080KEXWG5H,รอดำเนินการ,211020903282850,2025-09-08 15:55:03,,2025-09-08 15:42:03,Pala_makeup,1221600347,Shopee Mall(Non-CB),44157511112,PALA ไพรเมอร์ SOFTENING AND EVEN SKIN PRIMER SPF50+ PA+++ เบลอรูขุมขน เมคอัพเบส แบรนด์ไทย มีอ.ย.,258601415665,Normal Product,,ผลิตภัณฑ์บำรุงและเสริมความงาม,เครื่องสําอาง,เครื่องสําอางสำหรับผิวหน้า,159,1,คอมมิชชั่นจากร้านค้า,,126,,1.75%,2.205,10.00%,0,2.205,6.44,0,6.44,,0,0.00%,0,100.00%,6.44,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01BMavk0821,,Facebook
2509080KEXWG5H,รอดำเนินการ,211020903282850,2025-09-08 15:55:03,,2025-09-08 15:42:03,Pala_makeup,1221600347,Shopee Mall(Non-CB),28137804273,PALA รองพื้น กันน้ำ ปกปิด สำหรับผิวแห้ง Silky Soft Skin-Fit Concealing Liquid Foundation SPF50+PA+++ แบรนด์ไทย,295448291398,Normal Product,,ผลิตภัณฑ์บำรุงและเสริมความงาม,เครื่องสําอาง,เครื่องสําอางสำหรับผิวหน้า,169,1,คอมมิชชั่นจากร้านค้า,,134,,1.75%,2.345,10.00%,0,2.345,0,0,0,,0,0.00%,0,100.00%,0,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01BMavk0821,,Facebook
2509080KEXWG5H,รอดำเนินการ,211020903282850,2025-09-08 15:55:03,,2025-09-08 15:42:03,Pala_makeup,1221600347,Shopee Mall(Non-CB),28162902823,ตะกร้าบริษัท PALA ลิปสติก เนื้อแมท บางเบา SUPERSTAY SOFT MATTE LIPSTICK กันน้ำ ติดทนนาน 6เฉดสี 4g.,187849353305,Normal Product,,ผลิตภัณฑ์บำรุงและเสริมความงาม,เครื่องสําอาง,เครื่องสำอางสำหรับริมฝีปาก,94,1,คอมมิชชั่นจากร้านค้า,,75,,1.75%,1.3125,10.00%,0,1.3125,0,0,0,,0,0.00%,0,100.00%,0,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01BMavk0821,,Facebook
2509080KEXWG5H,รอดำเนินการ,211020903282850,2025-09-08 15:55:03,,2025-09-08 15:42:03,Pala_makeup,1221600347,Shopee Mall(Non-CB),28837978858,PALA พัฟแต่งหน้า พัฟรองพื้น คุชชั่น ฟองน้ำแต่งหน้า ใช้ได้ทั้งแห้งและเปียก เกลี่ยง่าย ไม่กินเนื้อ,178969286531,Normal Product,,ผลิตภัณฑ์บำรุงและเสริมความงาม,เครื่องมือแต่งหน้า,อุปกรณ์แต่งหน้า,39,1,คอมมิชชั่นจากร้านค้า,,33,,1.75%,0.5775,10.00%,0,0.5775,0,0,0,,0,0.00%,0,100.00%,0,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01BMavk0821,,Facebook
2509080KDYCXXR,รอดำเนินการ,211020870237118,2025-09-08 15:54:31,,2025-09-08 09:09:43,keluke1114.th,1405601243,Preferred(CB),24243165312,เหมาะสําหรับเครื่องดูดฝุ่น Dyson V6V7V8V10V11V12V15 กํามะหยี่อ่อนมอเตอร์เปลี่ยนสายยางสีฟ้า,234003298923,Normal Product,0_357482979864895_1,เครื่องใช้ไฟฟ้าภายในบ้าน,เครื่องใช้ไฟฟ้าขนาดเล็กภายในบ้าน,เครื่องดูดฝุ่น  และ อุปกรณ์ดูแลพื้น,32.05479,1,คอมมิชชั่นจากร้านค้า,,26.05479,,1.50%,0.39082,10.00%,0,0.39082,0.77999,0,0.77999,,0,0.00%,0,100.00%,0.77999,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01FahRain0805,,Facebook
2509080KDYCXXR,รอดำเนินการ,211020870237118,2025-09-08 15:54:31,,2025-09-08 09:09:43,keluke1114.th,1405601243,Preferred(CB),27571119362,แถบตุ๊กตาสําหรับ Dyson V6 V7 V8 V10 V11 เครื่องดูดฝุ่นหัวลูกกลิ้งแบบนุ่ม,158945792115,Normal Product,0_357482979864895_1,เครื่องใช้ไฟฟ้าภายในบ้าน,เครื่องใช้ไฟฟ้าขนาดเล็กภายในบ้าน,เครื่องดูดฝุ่น  และ อุปกรณ์ดูแลพื้น,32.9452,1,คอมมิชชั่นจากร้านค้า,,25.9452,,1.50%,0.38917,10.00%,0,0.38917,0,0,0,,0,0.00%,0,100.00%,0,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01FahRain0805,,Facebook
2509080KD9GPWP,รอดำเนินการ,211020847280057,2025-09-08 15:54:08,,2025-09-06 10:55:26,JJshop 888,347700833,Preferred(Non-CB),20273829574,"JJ shop 💜พร้อมส่ง ชุดบอดี้สูทลายลูกไม้เก๋ๆแต่งสายไขว้ข้างแอบเซ็กซี่ ""SS-5"" -H",137411523387,Normal Product,,เสื้อผ้าผู้หญิง,เสื้อ,บอดี้สูท,115,1,คอมมิชชั่นจากร้านค้า,,103,,1.50%,1.545,4.00%,4.12,5.665,1.545,4.12,5.665,,0,0.00%,0,100.00%,5.665,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,สั่งซื้อในร้านค้าเดียวกัน,ที่มีอยู่,2599adboostco,paris,mng,m01jjshop0803,,Facebook
2509080KA2EDHE,รอดำเนินการ,211020739209907,2025-09-08 15:52:18,,2025-09-08 15:11:29,PrimeGoods.th,1496377049,Preferred(CB),41956824298,"[จัดส่ง 3-5 วัน]ชุดกระดาษทรายฟองน้ําจํานวนมาก 5/10/20 ชิ้น | แผ่นขัดขนาดอนุภาค 5 ชิ้นสําหรับหิน/โลหะ/หิน, 10*7*0.5 ซม.ฐานฟองน้ํา",258581913640,Normal Product,,เครื่องใช้ในบ้าน,เครื่องมือและอุปกรณ์ปรับปรุงบ้าน,เครื่องมือช่าง,92,1,คอมมิชชั่นจากร้านค้า,,82,,1.50%,1.23,7.00%,0,1.23,1.23,0,1.23,,0,0.00%,0,100.00%,1.23,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m02Rooftop0706,,Facebook
2509080K8EXV8F,สำเร็จ,211020685222846,2025-09-08 15:51:25,2025-09-09 18:24:52,2025-09-08 13:29:19,Lotuss_official,144046792,Shopee Mall(Non-CB),17175681191,ซุปเปอร์ ล็อค กล่องอาหาร ขนาดความจุ 800 มล. รุ่น 5011 (1 แถม 1) SUPER LOCK FOOD SAVER 800ML.(1+1),144883549169,Normal Product,,เครื่องใช้ในบ้าน,เครื่องครัว,ที่ใส่อาหารและเครื่องดื่ม,89,1,คอมมิชชั่นจาก Shopee,,89,,1.50%,1.335,0.00%,0,1.335,1.335,0,1.335,,0,0.00%,0,100.00%,1.335,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01KFdika0520,,Facebook
2509080K86E39T,สำเร็จ,211020676285106,2025-09-08 15:51:16,2025-09-10 19:38:16,2025-09-08 11:09:35,Sumo2020,319998725,Preferred(Non-CB),43059405936,บาสเกตบอล เบอร์7  ลูกบาสเกตบอล หนังPU หนังดูดซับความชื้นคุณภาพที่ดี Basketball,270786474533,Normal Product,,กีฬาและกิจกรรมกลางแจ้ง,อุปกรณ์เล่นกีฬาและกิจกรรมกลางแจ้ง,บาสเกตบอล,299,1,คอมมิชชั่นจาก Shopee,,227,,1.75%,3.9725,0.00%,0,3.9725,3.9725,0,3.9725,,0,0.00%,0,100.00%,3.9725,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01FahRain0805,,Facebook
2509080K6C8FX5,ยกเลิก,211020615286993,2025-09-08 15:50:16,--,2025-09-08 06:06:56,AMS Shop,12663737,Preferred(Non-CB),20338803023,🔵 BLAUPUNKT ใบปัด ใบปัดน้ำฝน Velocity Wiper Blade ไร้โครง มีตัวแปลงหัวล็อค ใส่ได้เกือบทุกรุ่น มาตรฐานเยอรมัน BMW BENZ,164218119414,Normal Product,,รถยนต์ อะไหล่และอุปกรณ์เสริมรถยนต์,ชิ้นส่วนอะไหล่รถยนต์,ที่ปัดน้ำฝน และตัวชะล้าง,344,0,คอมมิชชั่นจาก Shopee,,0,280,1.75%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,ยกเลิก,คำสั่งซื้อไม่ถูกต้อง.,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01FahRain0805,,Facebook
2509080K6C8FX5,ยกเลิก,211020615286993,2025-09-08 15:50:16,--,2025-09-08 06:06:56,AMS Shop,12663737,Preferred(Non-CB),20338803023,🔵 BLAUPUNKT ใบปัด ใบปัดน้ำฝน Velocity Wiper Blade ไร้โครง มีตัวแปลงหัวล็อค ใส่ได้เกือบทุกรุ่น มาตรฐานเยอรมัน BMW BENZ,164218119410,Normal Product,,รถยนต์ อะไหล่และอุปกรณ์เสริมรถยนต์,ชิ้นส่วนอะไหล่รถยนต์,ที่ปัดน้ำฝน และตัวชะล้าง,309,0,คอมมิชชั่นจาก Shopee,,0,253,1.75%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,ยกเลิก,คำสั่งซื้อไม่ถูกต้อง.,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01FahRain0805,,Facebook
2509080K6AAXQ2,รอดำเนินการ,211020613269494,2025-09-08 15:50:13,,2025-09-08 10:05:56,งมือ-8866,1173337418,C2C(Non-CB),27266694030,YG 12 ชิ้น แปรงล้างรถมาตรฐาน TISI วัสดุกันเชื้อรา เหมาะกับอากาศไทย,248616513429,Normal Product,,รถยนต์ อะไหล่และอุปกรณ์เสริมรถยนต์,ผลิตภัณฑ์ดูแลรถยนต์,ผลิตภัณฑ์ล้างและเคลือบเงารถยนต์,99,1,คอมมิชชั่นจากร้านค้า,,99,,1.75%,1.7325,8.00%,0,1.7325,1.7325,0,1.7325,,0,0.00%,0,100.00%,1.7325,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01FahRain0805,,Facebook
2509080K5UYK6Q,สำเร็จ,211020598219168,2025-09-08 15:49:58,2025-09-11 16:59:06,2025-09-08 15:35:14,Sorthaweepanstore_online,463846156,C2C(Non-CB),14402795830,เปา ซุปเปอร์  ผลิตภัณฑ์ผงซักฟอก  ขนาด 2500 กรัม,232288324812,Normal Product,,เครื่องใช้ในบ้าน,อุปกรณ์ซักรีดและผลิตภัณฑ์ดูแลบ้าน,ผลิตภัณฑ์ซักรีด,104,1,คอมมิชชั่นจาก Shopee,,88,,1.50%,1.32,0.00%,0,1.32,1.32,0,1.32,,0,0.00%,0,100.00%,1.32,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m56Fazzi0830,,Facebook
2509080JPHV3PX,ยกเลิก,211020084297456,2025-09-08 15:41:24,--,2025-09-08 15:31:18,Gym.th,491621733,Preferred(Non-CB),12362117092,ดัมเบล1/2/3/4kg ดัมเบลยาง Dumbbells สำหรับลดไขมันต้นแขน ออกกำลังกาย ฟิตเนส ยางกันกระแทกดัมเบลยกน้ำหนัก,128111394167,Normal Product,,กีฬาและกิจกรรมกลางแจ้ง,อุปกรณ์เล่นกีฬาและกิจกรรมกลางแจ้ง,อุปกรณ์ฟิตเนสและออกกำลังกาย,219,0,คอมมิชชั่นจากร้านค้า,,0,173,1.75%,0,11.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,ยกเลิก,คำสั่งซื้อไม่ถูกต้อง.,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01YPf0821,,Others
2509080JH73HFN,รอดำเนินการ,211019905233612,2025-09-08 15:38:25,,2025-09-06 22:49:02,เพื่อนครัวChiangmai Bakermart,217266369,C2C(Non-CB),16983390057,Pretzel Salt 500 g. เกลือเพรทเซล สำหรับโรยขนมปัง/ ขนมอบ (05-7945-31),49031973157,Normal Product,,อาหารและเครื่องดื่ม,วัตถุดิบสำหรับทำขนม,อื่นๆ,108,1,คอมมิชชั่นจาก Shopee,,108,,1.75%,1.89,0.00%,0,1.89,1.89,0,1.89,,0,0.00%,0,100.00%,1.89,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01CardiPT0904,,Facebook
2509080JFA24T0,สำเร็จ,211019841221508,2025-09-08 15:37:22,2025-09-11 17:34:49,2025-09-08 05:22:36,BIF_officialshop,82254146,Shopee Mall(Non-CB),12345422354,(ยกลัง) แป้งข้าวจ้าว ตราใบหยก 1 kg. x 10 ถุง,132053659728,Normal Product,,อาหารและเครื่องดื่ม,วัตถุดิบสำหรับทำขนม,แป้งทำขนม,320,1,คอมมิชชั่นจาก Shopee,,240,,1.75%,4.2,0.00%,0,4.2,4.2,0,4.2,,0,0.00%,0,100.00%,4.2,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01FahRain0805,,Facebook
2509080JFA24SY,สำเร็จ,211019841221508,2025-09-08 15:37:22,2025-09-11 17:34:43,2025-09-08 05:22:36,BIF_officialshop,82254146,Shopee Mall(Non-CB),10669132065,(ยกลัง) แป้งข้าวเหนียว ตราใบหยก 1 kg. x 10 ถุง,132053986273,Normal Product,,อาหารและเครื่องดื่ม,วัตถุดิบสำหรับทำขนม,แป้งทำขนม,400,1,คอมมิชชั่นจาก Shopee,,300,,1.75%,5.25,0.00%,0,5.25,5.25,0,5.25,,0,0.00%,0,100.00%,5.25,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01FahRain0805,,Facebook
2509080JFA24SX,สำเร็จ,211019841221508,2025-09-08 15:37:22,2025-09-11 17:34:46,2025-09-08 05:22:36,BIF_officialshop,82254146,Shopee Mall(Non-CB),10669132065,(ยกลัง) แป้งข้าวเหนียว ตราใบหยก 1 kg. x 10 ถุง,132053986273,Normal Product,,อาหารและเครื่องดื่ม,วัตถุดิบสำหรับทำขนม,แป้งทำขนม,400,1,คอมมิชชั่นจาก Shopee,,300,,1.75%,5.25,0.00%,0,5.25,5.25,0,5.25,,0,0.00%,0,100.00%,5.25,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01FahRain0805,,Facebook
2509080JDB44RM,สำเร็จ,211019775238716,2025-09-08 15:36:16,2025-09-11 14:32:54,2025-09-08 07:29:44,YOTEX Official shop,713499361,Shopee Mall(Non-CB),3098543787,Yotex แบตตาเลี่ยน ปัตตาเลี่ยน แบตตาเลี่ยนตัดผม ที่ตัดผมผู้ชาย ปัตตาเลี่ยนตัดผมไฟฟ้าไร้สาย,134669780709,Normal Product,,ผลิตภัณฑ์บำรุงและเสริมความงาม,ผลิตภัณฑ์ดูแลผู้ชาย,ผลิตภัณฑ์โกนหนวด,162,1,คอมมิชชั่นจากร้านค้า,,145,,1.75%,2.5375,8.00%,0,2.5375,2.5375,0,2.5375,,0,0.00%,0,100.00%,2.5375,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01Tik0803,,Facebook
2509080JD3J2X5,รอดำเนินการ,211019767296795,2025-09-08 15:36:07,,2025-09-08 14:52:51,LoveToBeMe1,185363988,Preferred(Non-CB),25055715727,น้ำหอมรถยนต์ ปรับอากาศ แบบแขวน กลิ่นเดียวกับช็อป จากฝรั่งเศส ลดกลิ่นอับ ไม่เวียนหัว ใช้ได้เป็นเดือน,225946004723,Normal Product,,รถยนต์ อะไหล่และอุปกรณ์เสริมรถยนต์,อุปกรณ์เสริมภายในรถยนต์,น้ำหอมปรับอากาศ,129,1,คอมมิชชั่นจากร้านค้า,,107,,1.75%,1.8725,4.00%,0,1.8725,1.8725,0,1.8725,,0,0.00%,0,100.00%,1.8725,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m02Rooftop0706,,Facebook
2509080JD3FFCR,รอดำเนินการ,211019767210829,2025-09-08 15:36:07,,2025-09-08 11:07:46,Skechers Thailand,250362237,Shopee Mall(Non-CB),24867336491,Skechers สเก็ตเชอร์ส รองเท้าผู้ชาย Men GOwalk 7 Walking Shoes - 216645-BBK Air-Cooled Goga Mat,217352257938,Normal Product,,รองเท้าผู้ชาย,รองเท้าผ้าใบ,,2990,1,คอมมิชชั่นจากร้านค้า,,1345,,1.75%,23.5375,15.00%,0,23.5375,23.5375,0,23.5375,,0,0.00%,0,100.00%,23.5375,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01YPf0821,,Facebook
2509080JC9SXPG,รอดำเนินการ,211019740298095,2025-09-08 15:35:40,,2025-09-08 06:51:57,tony090303.th,261400690,Preferred(CB),22351119671,เคสมือถือ กันกระแทก สําหรับ iPhone 8 7 6 6s Plus SE 2022 2020,214500978128,Normal Product,,มือถือและอุปกรณ์เสริม,อุปกรณ์เสริม,เคสมือถือและแท็บเล็ต,95,1,คอมมิชชั่นจากร้านค้า,,93,,1.50%,1.395,7.00%,0,1.395,1.395,0,1.395,,0,0.00%,0,100.00%,1.395,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01FahRain0805,,Facebook
2509080J94ME0V,สำเร็จ,211019634208504,2025-09-08 15:33:54,2025-09-11 08:20:03,2025-09-08 14:12:01,3BROSHOME.th,854257555,Preferred(CB),23244639043,กรองแอร์คาร์บอน ไส้กรองแอร์ รุ่นคาร์บอน สำหรับ ISUZU DMAX 2011-2022 NEW D-MAX 1.9 MU-X COLORADO TRAILBLAZER ’12 TRITON PAJERO '1,184345163408,Normal Product,,รถยนต์ อะไหล่และอุปกรณ์เสริมรถยนต์,ชิ้นส่วนอะไหล่รถยนต์,ชิ้นส่วนเครื่องยนต์,79,1,คอมมิชชั่นจากร้านค้า,,71,,1.75%,1.2425,10.00%,0,1.2425,1.2425,0,1.2425,,0,0.00%,0,100.00%,1.2425,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m56Fazzi0830,,Facebook
2509080J26F0S7,รอดำเนินการ,211019401244713,2025-09-08 15:30:01,,2025-09-08 10:10:56,HOMUHOME,314026529,C2C(Non-CB),8570206652,HOMUHOME【ถูกที่สุด】ม่านกันยุง ม่านประตู ไฟเบอร์กลาส ของแท้ มู่ลี่ประตู KD1 SET1 S14 GI GO GJ GR,215569799596,Normal Product,,เครื่องใช้ในบ้าน,อุปกรณ์ตกแต่งบ้าน,ม่าน,138,1,คอมมิชชั่นจากร้านค้า,,135,,1.50%,2.025,12.00%,0,2.025,2.025,0,2.025,,0,0.00%,0,100.00%,2.025,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01Tik0803,,Facebook
2509080J17Y24E,รอดำเนินการ,211019369261987,2025-09-08 15:29:30,,2025-09-08 11:47:03,Kokoro1,1332208924,C2C(Non-CB),26289402442,💥50 ปี ใช้ก็ไม่เสีย💥 แผ่นยาง EVA หนา 2/7 มม. ความหนาแน่นสูง แผ่นปูพื้น ยางปูพื้น ทนไฟสารหน่วงไฟ แผ่นยางหนา eva โฟม,265937940692,Normal Product,,เครื่องใช้ในบ้าน,เครื่องมือและอุปกรณ์ปรับปรุงบ้าน,วัสดุปูพื้นและผนัง,169,5,คอมมิชชั่นจาก Shopee,,845,,1.50%,12.675,0.00%,0,12.675,12.675,0,12.675,,0,0.00%,0,100.00%,12.675,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01KFdika0520,,Facebook
2509080HVK5DW6,สำเร็จ,211019213230226,2025-09-08 15:26:53,2025-09-10 11:15:41,2025-09-08 10:32:19," MNIKS",177947633,C2C(Non-CB),5669738803,Purina One เพียวริน่าวัน อาหารแมว ขนาด 1.2 kg (MNIKS),241872932052,Normal Product,,สัตว์เลี้ยง,อาหารสัตว์,อาหารแมว,309,1,คอมมิชชั่นจาก Shopee,,247,,1.75%,4.3225,0.00%,0,4.3225,4.3225,0,4.3225,,0,0.00%,0,100.00%,4.3225,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01kaofangMeow0303,,Facebook
